Date,Price,Change 
2023-10-26,71580.00,-0.29
2023-10-27,71717.00,0.19
2023-10-30,72755.00,1.45
2023-10-31,71669.00,-1.49
2023-11-01,71298.00,-0.52
2023-11-02,71400.00,0.14
2023-11-03,72252.00,1.19
2023-11-06,72117.00,-0.19
2023-11-07,70634.00,-2.06
2023-11-08,71050.00,0.59
2023-11-09,71213.00,0.23
2023-11-10,70033.00,-1.66
2023-11-12,69990.00,-0.06
2023-11-13,69859.00,-0.19
2023-11-14,71593.00,2.48
2023-11-15,72372.00,1.09
2023-11-16,73360.00,1.37
2023-11-17,73140.00,-0.30
2023-11-20,72644.00,-0.68
2023-11-21,73304.00,0.91
2023-11-22,72826.00,-0.65
2023-11-23,72898.00,0.10
2023-11-24,73884.00,1.35
2023-11-27,74806.00,1.25
2023-11-28,75299.00,0.66
2023-11-29,75772.00,0.63
2023-11-30,76234.00,0.61
2023-12-01,76593.00,0.47
2023-12-04,74927.00,-2.18
2023-12-05,75678.00,1.00
2023-12-06,74831.00,-1.12
2023-12-07,74313.00,-0.69
2023-12-08,72518.00,-2.42
2023-12-11,71864.00,-0.90
2023-12-12,71862.00,0.00
2023-12-13,71532.00,-0.46
2023-12-14,75076.00,4.95
2023-12-15,74525.00,-0.73
2023-12-18,74410.00,-0.15
2023-12-19,74824.00,0.56
2023-12-20,75486.00,0.88
2023-12-21,75426.00,-0.08
2023-12-22,75386.00,-0.05
2023-12-26,75026.00,-0.48
2023-12-27,75647.00,0.83
2023-12-28,74959.00,-0.91
2023-12-29,74430.00,-0.71
2024-01-01,74390.00,-0.05
2024-01-02,74095.00,-0.40
2024-01-03,72333.00,-2.38
2024-01-04,72336.00,0.00
2024-01-05,72587.00,0.35
2024-01-08,72427.00,-0.22
2024-01-09,72047.00,-0.52
2024-01-10,71969.00,-0.11
2024-01-11,71354.00,-0.85
2024-01-12,72480.00,1.58
2024-01-15,72627.00,0.20
2024-01-16,72093.00,-0.74
2024-01-17,71456.00,-0.88
2024-01-18,71615.00,0.22
2024-01-19,71460.00,-0.22
2024-01-22,70816.00,-0.90
2024-01-23,70957.00,0.20
2024-01-24,71869.00,1.29
2024-01-25,71773.00,-0.13
2024-01-29,72377.00,0.84
2024-01-30,72342.00,-0.05
2024-01-31,72247.00,-0.13
2024-02-01,72218.00,-0.04
2024-02-02,71208.00,-1.40
2024-02-05,70480.00,-1.02
2024-02-06,70594.00,0.16
2024-02-07,70311.00,-0.40
2024-02-08,70837.00,0.75
2024-02-09,70774.00,-0.09
2024-02-12,71009.00,0.33
2024-02-13,69639.00,-1.93
2024-02-14,70152.00,0.74
2024-02-15,71121.00,1.38
2024-02-16,72112.00,1.39
2024-02-19,71306.00,-1.12
2024-02-20,71255.00,-0.07
2024-02-21,70609.00,-0.91
2024-02-22,70269.00,-0.48
2024-02-23,70479.00,0.30
2024-02-26,69430.00,-1.49
2024-02-27,69085.00,-0.50
2024-02-28,68703.00,-0.55
2024-02-29,69665.00,1.40
2024-03-01,70491.00,1.19
2024-03-04,71117.00,0.89
2024-03-05,72257.00,1.60
2024-03-06,74138.00,2.60
2024-03-07,74315.00,0.24
2024-03-08,74262.00,-0.07
2024-03-11,74514.00,0.34
2024-03-12,73850.00,-0.89
2024-03-13,75170.00,1.79
2024-03-14,75226.00,0.07
2024-03-15,75650.00,0.56
2024-03-18,75496.00,-0.20
2024-03-19,75287.00,-0.28
2024-03-20,75313.00,0.03
2024-03-21,75081.00,-0.31
2024-03-22,74787.00,-0.39
2024-03-25,74923.00,0.18
2024-03-26,74518.00,-0.54
2024-03-27,74662.00,0.19
2024-03-28,75048.00,0.52
2024-04-01,75532.00,0.64
2024-04-02,77036.00,1.99
2024-04-03,79011.00,2.56
2024-04-04,79984.00,1.23
2024-04-05,80863.00,1.10
2024-04-08,81875.00,1.25
2024-04-09,82450.00,0.70
2024-04-10,82615.00,0.20
2024-04-11,82847.00,0.28
2024-04-12,82813.00,-0.04
2024-04-15,83851.00,1.25
2024-04-16,83504.00,-0.41
2024-04-17,83499.00,-0.01
2024-04-18,83273.00,-0.27
2024-04-19,83507.00,0.28
2024-04-22,80579.00,-3.51
2024-04-23,80678.00,0.12
2024-04-24,80497.00,-0.22
2024-04-25,80684.00,0.23
2024-04-26,80680.00,0.00
2024-04-29,80852.00,0.21
2024-04-30,79508.00,-1.66
2024-05-01,79870.00,0.46
2024-05-02,79950.00,0.10
2024-05-03,79712.00,-0.30
2024-05-06,82955.00,4.07
2024-05-07,82878.00,-0.09
2024-05-08,82994.00,0.14
2024-05-09,84499.00,1.81
2024-05-10,84910.00,0.49
2024-05-13,84886.00,-0.03
2024-05-14,85417.00,0.63
2024-05-15,86865.00,1.70
2024-05-16,87300.00,0.50
2024-05-17,91024.00,4.27
2024-05-20,95267.00,4.66
2024-05-21,94725.00,-0.57
2024-05-22,93013.00,-1.81
2024-05-23,90437.00,-2.77
2024-05-24,90548.00,0.12
2024-05-27,94608.00,4.48
2024-05-28,95448.00,0.89
2024-05-29,96162.00,0.75
2024-05-30,94123.00,-2.12
2024-05-31,91570.00,-2.71
2024-06-03,92033.00,0.51
2024-06-04,89659.00,-2.58
2024-06-05,90444.00,0.88
2024-06-06,93816.00,3.73
2024-06-07,89089.00,-5.04
2024-06-10,90022.00,1.05
2024-06-11,88663.00,-1.51
2024-06-12,90445.00,2.01
2024-06-13,87983.00,-2.72
2024-06-14,89090.00,1.26
2024-06-17,88820.00,-0.30
2024-06-18,89080.00,0.29
2024-06-19,89475.00,0.44
2024-06-20,91665.00,2.45
2024-06-21,89139.00,-2.76
2024-06-24,88999.00,-0.16
2024-06-25,86937.00,-2.32
2024-06-26,86965.00,0.03
2024-06-27,87048.00,0.10
2024-06-28,87167.00,0.14
2024-07-01,87522.00,0.41
2024-07-02,87882.00,0.41
2024-07-03,89894.00,2.29
2024-07-04,90030.00,0.15
2024-07-05,92250.00,2.47
2024-07-08,92614.00,0.39
2024-07-09,92969.00,0.38
2024-07-10,92832.00,-0.15
2024-07-11,94190.00,1.46
2024-07-12,93109.00,-1.15
2024-07-15,92572.00,-0.58
2024-07-16,93860.00,1.39
2024-07-17,91942.00,-2.04
2024-07-18,91772.00,-0.18
2024-07-19,89646.00,-2.32
2024-07-22,89203.00,-0.49
2024-07-23,84919.00,-4.80
2024-07-24,84894.00,-0.03
2024-07-25,81331.00,-4.20
2024-07-26,81371.00,0.05
2024-07-29,81287.00,-0.10
2024-07-30,82659.00,1.69
2024-07-31,83596.00,1.13
2024-08-01,82594.00,-1.20
2024-08-02,82493.00,-0.12
2024-08-05,79598.00,-3.51
2024-08-06,79623.00,0.03
2024-08-07,78900.00,-0.91
2024-08-08,80613.00,2.17
2024-08-09,80543.00,-0.09
2024-08-12,81624.00,1.34
2024-08-13,81049.00,-0.70
2024-08-14,80061.00,-1.22
2024-08-16,83213.00,3.94
2024-08-19,84338.00,1.35
2024-08-20,84730.00,0.46
2024-08-21,84863.00,0.16
2024-08-22,83736.00,-1.33
2024-08-23,85211.00,1.76
2024-08-26,85668.00,0.54
2024-08-27,85658.00,-0.01
2024-08-28,83977.00,-1.96
2024-08-29,84872.00,1.07
2024-08-30,84300.00,-0.67
2024-09-02,2396.20,0.00
2024-09-03,2354.96,-1.72
2024-09-04,2366.18,0.48
2024-09-05,2419.88,2.27
2024-09-06,2346.06,-3.05
2024-09-09,2380.39,1.46
2024-09-10,2387.24,0.29
2024-09-11,2413.35,1.09
2024-09-12,2511.55,4.07
2024-09-13,2576.59,2.59
2024-09-16,2580.74,0.16
2024-09-17,2571.21,-0.37
2024-09-18,2524.00,-1.84
2024-09-19,2576.90,2.10
2024-09-20,2602.50,0.99
2024-09-23,2566.33,-1.39
2024-09-24,2689.27,4.79
2024-09-25,2663.65,-0.95
2024-09-26,2678.78,0.57
2024-09-27,2648.21,-1.14
2024-09-30,2611.44,-1.39
2024-10-01,2634.10,0.87
2024-10-02,2674.92,1.55
2024-10-03,2690.95,0.60
2024-10-04,2705.41,0.54
2024-10-07,2658.45,-1.74
2024-10-08,2576.54,-3.08
2024-10-09,2559.72,-0.65
2024-10-10,2611.56,2.03
2024-10-11,2652.48,1.57
2024-10-14,2625.76,-1.01
2024-10-15,2646.11,0.78
2024-10-16,2664.24,0.69
2024-10-17,2661.42,-0.11
2024-10-18,2834.33,6.50
2024-10-21,2844.68,0.37
2024-10-22,2927.86,2.92
2024-10-23,2834.74,-3.18
2024-10-24,2830.08,-0.16
2024-10-25,2833.09,0.11
2024-10-28,2829.53,-0.13
2024-10-29,2896.71,2.37
2024-10-30,2837.27,-2.05
2024-10-31,2746.72,-3.19
2024-11-01,2729.48,-0.63
2024-11-04,2731.08,0.06
2024-11-05,2747.27,0.59
2024-11-06,2626.69,-4.39
2024-11-07,2701.00,2.83
2024-11-08,2641.95,-2.19
2024-11-11,2589.91,-1.97
2024-11-12,2588.18,-0.07
2024-11-13,2563.28,-0.96
2024-11-14,2564.91,0.06
2024-11-15,2554.07,-0.42
2024-11-18,2631.46,3.03
2024-11-19,2638.65,0.27
2024-11-20,2604.59,-1.29
2024-11-21,2600.45,-0.16
2024-11-22,2646.51,1.77
2024-11-25,2553.87,-3.50
2024-11-26,2564.00,0.40
2024-11-27,2539.93,-0.94
2024-11-28,2552.85,0.51
2024-11-29,2588.90,1.41
2024-12-02,2592.12,0.12
2024-12-03,2625.57,1.29
2024-12-04,2654.36,1.10
2024-12-05,2656.43,0.08
2024-12-06,2622.07,-1.29
2024-12-09,2701.00,3.01
2024-12-10,2709.01,0.30
2024-12-11,2705.09,-0.14
2024-12-12,2623.19,-3.03
2024-12-13,2591.87,-1.19
2024-12-16,2592.78,0.04
2024-12-17,2590.21,-0.10
2024-12-18,2501.76,-3.41
2024-12-19,2471.26,-1.22
2024-12-20,2505.40,1.38
2024-12-23,2529.10,0.95
2024-12-24,2523.33,-0.23
2024-12-25,2537.83,0.57
2024-12-26,2548.20,0.41
2024-12-27,2507.11,-1.61
2024-12-30,2481.98,-1.00
2024-12-31,2468.86,-0.53
2025-01-01,2479.00,0.41
2025-01-02,2534.38,2.23
2025-01-03,2540.28,0.23
2025-01-06,2564.20,0.94
2025-01-07,2579.35,0.59
2025-01-08,2590.21,0.42
2025-01-09,2588.93,-0.05
2025-01-10,2621.11,1.24
2025-01-13,2572.79,-1.84
2025-01-14,2583.98,0.43
2025-01-15,2652.63,2.66
2025-01-16,2664.29,0.44
2025-01-17,2626.86,-1.40
2025-01-20,2637.47,0.40
2025-01-21,2659.53,0.84
2025-01-22,2661.39,0.07
2025-01-23,2633.86,-1.03
2025-01-24,2637.34,0.13
2025-01-27,2610.71,-1.01
2025-01-28,2635.61,0.95
2025-01-29,2671.14,1.35
2025-01-30,2738.51,2.52
2025-01-31,2714.48,-0.88
2025-02-03,2741.55,1.00
2025-02-04,2800.70,2.16
2025-02-05,2825.29,0.88
2025-02-06,2823.91,-0.05
2025-02-07,2793.45,-1.08
2025-02-10,2803.63,0.36
2025-02-11,2763.37,-1.44
2025-02-12,2803.69,1.46
2025-02-13,2803.91,0.01
2025-02-14,2786.04,-0.64
2025-02-17,2809.45,0.84
2025-02-18,2855.36,1.63
2025-02-19,2841.43,-0.49
2025-02-20,2848.65,0.25
2025-02-21,2816.01,-1.15
2025-02-24,2801.26,-0.52
2025-02-25,2768.93,-1.15
2025-02-26,2778.06,0.33
2025-02-27,2727.81,-1.81
2025-02-28,2724.91,-0.11
2025-03-03,2768.70,1.61
2025-03-04,2787.77,0.69
2025-03-05,2836.99,1.77
2025-03-06,2847.28,0.36
2025-03-07,2836.83,-0.37
2025-03-10,2801.65,-1.24
2025-03-11,2874.96,2.62
2025-03-12,2898.99,0.84
2025-03-13,2942.58,1.50
2025-03-14,2935.76,-0.23
2025-03-17,2942.40,0.23
2025-03-18,2944.71,0.08
2025-03-19,2923.75,-0.71
2025-03-20,2896.07,-0.95
2025-03-21,2840.50,-1.92
2025-03-24,2820.38,-0.71
2025-03-25,2888.00,2.40
2025-03-26,2884.14,-0.13
2025-03-27,2950.50,2.30
2025-03-28,2916.52,-1.15
2025-03-31,2908.41,-0.28
2025-04-01,2884.18,-0.83
2025-04-02,2879.32,-0.17
2025-04-03,2715.51,-5.69
2025-04-04,2533.01,-6.72
2025-04-07,2587.15,2.14
2025-04-08,2573.28,-0.54
2025-04-09,2671.13,3.80
2025-04-10,2687.58,0.62
2025-04-11,2777.13,3.33
2025-04-14,2783.47,0.23
2025-04-15,2767.77,-0.56
2025-04-16,2805.49,1.36
2025-04-17,2776.17,-1.05
2025-04-18,2776.17,0.00
2025-04-21,2788.10,0.43
2025-04-22,2749.06,-1.40
2025-04-23,2873.92,4.54
2025-04-24,2868.04,-0.20
2025-04-25,2826.21,-1.46
2025-04-28,2820.33,-0.21
2025-04-29,2804.61,-0.56
2025-04-30,2759.32,-1.61
2025-05-01,2745.23,-0.51
2025-05-02,2712.49,-1.19
2025-05-05,2734.28,0.80
2025-05-06,2806.53,2.64
2025-05-07,2752.67,-1.92
2025-05-08,2790.85,1.39
2025-05-09,2796.07,0.19
2025-05-12,2769.40,-0.95
2025-05-13,2800.54,1.12
2025-05-14,2754.28,-1.65
2025-05-15,2790.22,1.30
2025-05-16,2762.63,-0.99
2025-05-19,2762.51,0.00
2025-05-20,2831.79,2.51
2025-05-21,2863.44,1.12
2025-05-22,2843.22,-0.71
2025-05-23,2849.62,0.23
2025-05-26,2850.80,0.04
2025-05-27,2840.04,-0.38
2025-05-28,2813.76,-0.93
2025-05-29,2844.17,1.08
2025-05-30,2822.11,-0.78
2025-06-02,2965.85,5.09
2025-06-03,2962.52,-0.11
2025-06-04,2964.47,0.07
2025-06-05,3067.68,3.48
2025-06-06,3086.39,0.61
2025-06-09,3151.49,2.11
2025-06-10,3131.93,-0.62
2025-06-11,3100.38,-1.01
2025-06-12,3113.63,0.43
2025-06-13,3127.72,0.45
2025-06-16,3127.29,-0.01
2025-06-17,3215.96,2.84
2025-06-18,3183.75,-1.00
2025-06-19,3157.54,-0.82
2025-06-20,3119.48,-1.21
2025-06-23,3087.87,-1.01
2025-06-24,3090.11,0.07
2025-06-25,3119.34,0.95
2025-06-26,3143.01,0.76
2025-06-27,3077.92,-2.07
2025-06-30,3095.66,0.58
